timestamp,asset_name,plan_category,asset_class,sub_asset_class,sector,geography,country,currency,mtm_cad,market_exposure_cad,fx_exposure_cad,duration,equity_beta,inflation_beta,fx_delta,carbon_intensity,esg_score
2026-01-28,Developed Markets_5306,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,597.09,597.09,597.09,0.0,1.12,0.1,1.0,19.8,74.4
2026-01-28,Developed Markets_3657,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,618.57,618.57,618.57,1.0,1.2,0.1,1.0,15.8,66.4
2026-01-28,Developed Markets_2466,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,649.78,649.78,649.78,0.1,1.13,0.1,1.0,25.8,75.4
2026-01-28,Developed Markets_4892,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,645.43,645.43,645.43,-0.2,1.18,0.1,1.0,23.8,83.1
2026-01-28,Developed Markets_6599,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,661.86,661.86,661.86,-0.6,1.17,0.1,1.0,28.0,80.4
2026-01-28,Developed Markets_8382,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,619.42,619.42,619.42,-0.3,1.3,0.1,1.0,10.9,82.5
2026-01-28,Developed Markets_8008,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,619.29,619.29,619.29,0.7,1.07,0.1,1.0,20.1,58.5
2026-01-28,Developed Markets_4164,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,602.3,602.3,602.3,-0.1,1.31,0.1,1.0,27.6,86.9
2026-01-28,Developed Markets_7360,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,553.08,553.08,553.08,-0.5,1.22,0.1,1.0,22.6,94.6
2026-01-28,Developed Markets_7106,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,606.78,606.78,606.78,-0.4,1.16,0.1,1.0,14.4,72.1
2026-01-28,Developed Markets_9921,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,597.49,597.49,597.49,0.3,1.12,0.1,1.0,18.7,72.4
2026-01-28,Developed Markets_3339,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,607.66,607.66,607.66,-0.4,1.21,0.1,1.0,24.3,76.1
2026-01-28,Developed Markets_9750,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,574.52,574.52,574.52,-0.4,1.17,0.1,1.0,24.7,78.9
2026-01-28,Developed Markets_6037,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,697.34,697.34,697.34,0.3,1.35,0.1,1.0,31.4,71.8
2026-01-28,Developed Markets_1692,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,639.02,639.02,639.02,0.3,1.26,0.1,1.0,14.9,67.1
2026-01-28,Developed Markets_8211,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,573.21,573.21,573.21,-0.1,1.15,0.1,1.0,33.2,79.3
2026-01-28,Developed Markets_3080,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,629.52,629.52,629.52,0.2,1.24,0.1,1.0,17.6,62.6
2026-01-28,Developed Markets_2269,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,659.65,659.65,659.65,-0.3,1.16,0.1,1.0,30.0,68.3
2026-01-28,Developed Markets_3306,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,606.54,606.54,606.54,-0.1,1.18,0.1,1.0,13.2,77.9
2026-01-28,Developed Markets_5675,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,630.76,630.76,630.76,-0.3,1.12,0.1,1.0,16.2,75.1
2026-01-28,Developed Markets_6882,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,547.79,547.79,547.79,-0.8,1.21,0.1,1.0,22.9,64.2
2026-01-28,Developed Markets_9456,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,639.45,639.45,639.45,0.2,1.26,0.1,1.0,24.0,70.9
2026-01-28,Developed Markets_9134,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,555.82,555.82,555.82,0.4,1.08,0.1,1.0,18.9,70.9
2026-01-28,Developed Markets_9226,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,606.6,606.6,606.6,-0.1,1.14,0.1,1.0,5.4,91.4
2026-01-28,Developed Markets_9531,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,657.65,657.65,657.65,-0.2,1.18,0.1,1.0,19.9,75.4
2026-01-28,Developed Markets_6452,Asset,Public Equities,Developed Markets,Info Tech,North America,USA,USD,610.3,610.3,610.3,-0.3,1.17,0.1,1.0,6.8,85.8
2026-01-28,Developed Markets_6831,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,652.13,652.13,326.06,-0.9,0.95,0.1,1.0,18.9,74.3
2026-01-28,Developed Markets_2689,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,621.17,621.17,310.59,0.4,1.11,0.1,1.0,25.5,82.4
2026-01-28,Developed Markets_2342,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,615.51,615.51,307.75,-0.3,1.12,0.1,1.0,26.9,72.6
2026-01-28,Developed Markets_8235,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,542.52,542.52,271.26,0.1,1.05,0.1,1.0,15.4,84.1
2026-01-28,Developed Markets_2141,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,580.23,580.23,290.11,-0.3,0.87,0.1,1.0,22.5,67.5
2026-01-28,Developed Markets_5270,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,630.29,630.29,315.14,-0.4,0.87,0.1,1.0,22.5,72.2
2026-01-28,Developed Markets_5658,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,608.23,608.23,304.11,0.3,1.07,0.1,1.0,27.2,70.2
2026-01-28,Developed Markets_9890,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,649.45,649.45,324.72,0.2,0.77,0.1,1.0,17.2,91.6
2026-01-28,Developed Markets_7453,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,656.01,656.01,328.0,0.8,1.02,0.1,1.0,17.2,61.2
2026-01-28,Developed Markets_7040,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,682.43,682.43,341.21,-0.9,0.89,0.1,1.0,25.4,67.7
2026-01-28,Developed Markets_6708,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,646.63,646.63,323.32,0.8,1.15,0.1,1.0,29.3,74.2
2026-01-28,Developed Markets_6014,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,585.06,585.06,292.53,-0.5,0.93,0.1,1.0,19.1,61.6
2026-01-28,Developed Markets_5340,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,625.15,625.15,312.58,-0.1,1.14,0.1,1.0,21.6,80.5
2026-01-28,Developed Markets_7772,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,669.43,669.43,334.71,0.1,0.96,0.1,1.0,17.2,67.2
2026-01-28,Developed Markets_8164,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,649.77,649.77,324.89,-0.1,1.06,0.1,1.0,20.6,74.1
2026-01-28,Developed Markets_6650,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,583.18,583.18,291.59,0.4,1.21,0.1,1.0,22.9,54.9
2026-01-28,Developed Markets_3476,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,622.51,622.51,311.25,0.0,0.89,0.1,1.0,19.9,61.3
2026-01-28,Developed Markets_1220,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,649.21,649.21,324.61,-0.1,1.13,0.1,1.0,21.6,76.6
2026-01-28,Developed Markets_2871,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,584.09,584.09,292.04,0.1,0.94,0.1,1.0,16.3,79.2
2026-01-28,Developed Markets_8813,Asset,Public Equities,Developed Markets,Financials,Europe,UK,GBP,566.48,566.48,283.24,-0.3,1.01,0.1,1.0,18.1,78.2
2026-01-28,Emerging Markets_7899,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,652.26,652.26,652.26,0.4,1.07,0.3,1.0,20.2,84.9
2026-01-28,Emerging Markets_1515,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,572.54,572.54,572.54,0.7,1.22,0.3,1.0,19.5,83.0
2026-01-28,Emerging Markets_4841,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,683.05,683.05,683.05,0.4,1.02,0.3,1.0,23.4,77.8
2026-01-28,Emerging Markets_8533,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,594.96,594.96,594.96,-0.9,0.99,0.3,1.0,30.1,76.1
2026-01-28,Emerging Markets_2174,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,629.24,629.24,629.24,0.3,0.95,0.3,1.0,13.0,71.4
2026-01-28,Emerging Markets_5588,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,595.52,595.52,595.52,0.6,1.19,0.3,1.0,13.1,77.8
2026-01-28,Emerging Markets_3933,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,562.01,562.01,562.01,0.0,1.2,0.3,1.0,12.9,81.6
2026-01-28,Emerging Markets_5479,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,625.12,625.12,625.12,-0.1,1.17,0.3,1.0,22.1,77.1
2026-01-28,Emerging Markets_3917,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,613.12,613.12,613.12,0.2,1.08,0.3,1.0,20.3,76.2
2026-01-28,Emerging Markets_6109,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,627.14,627.14,627.14,-0.1,1.05,0.3,1.0,25.0,70.3
2026-01-28,Emerging Markets_2030,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,611.93,611.93,611.93,0.4,1.14,0.3,1.0,22.8,78.6
2026-01-28,Emerging Markets_7358,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,597.95,597.95,597.95,-0.2,1.19,0.3,1.0,20.8,71.8
2026-01-28,Emerging Markets_8037,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,600.22,600.22,600.22,-0.4,1.2,0.3,1.0,16.9,74.0
2026-01-28,Emerging Markets_2894,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,634.32,634.32,634.32,0.4,1.16,0.3,1.0,19.3,77.7
2026-01-28,Emerging Markets_2335,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,655.8,655.8,655.8,0.4,1.23,0.3,1.0,27.4,63.8
2026-01-28,Emerging Markets_3330,Asset,Public Equities,Emerging Markets,Consumer,APAC,S.Korea,KRW,655.08,655.08,655.08,0.3,1.2,0.3,1.0,13.9,88.6
2026-01-28,Derivatives (Futures)_3256,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,569.45,11389.06,0.0,0.4,1.13,0.0,1.0,19.2,79.3
2026-01-28,Derivatives (Futures)_6565,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,649.87,12997.48,0.0,-0.4,0.76,0.0,1.0,22.3,76.8
2026-01-28,Derivatives (Futures)_6969,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,610.2,12204.1,0.0,-0.4,1.09,0.0,1.0,18.9,83.5
2026-01-28,Derivatives (Futures)_8943,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,669.0,13379.9,0.0,0.5,1.15,0.0,1.0,20.3,77.8
2026-01-28,Derivatives (Futures)_8265,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,629.58,12591.69,0.0,-0.8,0.99,0.0,1.0,13.7,69.6
2026-01-28,Derivatives (Futures)_5435,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,619.67,12393.3,0.0,0.7,0.96,0.0,1.0,22.6,71.1
2026-01-28,Derivatives (Futures)_8440,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,592.65,11853.08,0.0,0.9,1.02,0.0,1.0,22.7,68.3
2026-01-28,Derivatives (Futures)_7468,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,657.93,13158.59,0.0,0.6,0.81,0.0,1.0,25.7,74.5
2026-01-28,Derivatives (Futures)_8509,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,627.72,12554.33,0.0,-0.5,1.05,0.0,1.0,23.4,76.2
2026-01-28,Derivatives (Futures)_8104,Asset,Public Equities,Derivatives (Futures),Multi,North America,USA,USD,614.7,12294.04,0.0,0.4,0.9,0.0,1.0,14.7,68.6
2026-01-28,Global RE_2128,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,627.67,627.67,125.53,-0.1,0.43,0.6,0.0,20.8,82.9
2026-01-28,Global RE_7001,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,611.9,611.9,122.38,0.6,0.36,0.6,0.0,16.5,69.2
2026-01-28,Global RE_7801,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,626.92,626.92,125.38,1.0,0.38,0.6,0.0,27.5,84.9
2026-01-28,Global RE_8942,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,632.94,632.94,126.59,-0.4,0.48,0.6,0.0,21.1,85.1
2026-01-28,Global RE_6882,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,593.28,593.28,118.66,0.7,0.43,0.6,0.0,19.4,85.9
2026-01-28,Global RE_9274,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,588.88,588.88,117.78,-0.3,0.39,0.6,0.0,16.9,75.0
2026-01-28,Global RE_3173,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,635.73,635.73,127.15,-0.0,0.19,0.6,0.0,19.6,83.8
2026-01-28,Global RE_5368,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,613.51,613.51,122.7,0.6,0.28,0.6,0.0,15.1,92.9
2026-01-28,Global RE_9683,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,620.82,620.82,124.16,-0.6,0.32,0.6,0.0,6.1,82.4
2026-01-28,Global RE_1585,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,616.18,616.18,123.24,-0.2,0.4,0.6,0.0,20.4,100.0
2026-01-28,Global RE_5703,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,613.14,613.14,122.63,0.8,0.31,0.6,0.0,22.6,85.3
2026-01-28,Global RE_2861,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,562.31,562.31,112.46,-0.5,0.58,0.6,0.0,16.0,87.7
2026-01-28,Global RE_1901,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,664.68,664.68,132.94,-0.2,0.35,0.6,0.0,19.5,83.9
2026-01-28,Global RE_8118,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,636.55,636.55,127.31,0.4,0.45,0.6,0.0,21.8,79.8
2026-01-28,Global RE_5943,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,664.02,664.02,132.8,0.0,0.4,0.6,0.0,20.9,79.6
2026-01-28,Global RE_3460,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,660.24,660.24,132.05,0.6,0.45,0.6,0.0,19.0,80.8
2026-01-28,Global RE_4174,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,656.01,656.01,131.2,-0.7,0.51,0.6,0.0,22.1,89.1
2026-01-28,Global RE_8099,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,681.92,681.92,136.38,-0.1,0.37,0.6,0.0,16.1,76.8
2026-01-28,Global RE_3600,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,660.6,660.6,132.12,0.8,0.56,0.6,0.0,20.8,77.9
2026-01-28,Global RE_5593,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,642.9,642.9,128.58,-1.1,0.35,0.6,0.0,7.1,89.1
2026-01-28,Global RE_1992,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,611.76,611.76,122.35,-0.7,0.45,0.6,0.0,23.5,79.4
2026-01-28,Global RE_5136,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,616.3,616.3,123.26,-0.3,0.37,0.6,0.0,14.7,84.6
2026-01-28,Global RE_5212,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,638.44,638.44,127.69,-0.1,0.59,0.6,0.0,28.1,77.3
2026-01-28,Global RE_1924,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,648.65,648.65,129.73,0.8,0.64,0.6,0.0,17.6,81.6
2026-01-28,Global RE_3120,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,616.02,616.02,123.2,0.3,0.4,0.6,0.0,19.1,98.4
2026-01-28,Global RE_8246,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,678.57,678.57,135.71,-0.8,0.4,0.6,0.0,29.8,84.0
2026-01-28,Global RE_6599,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,646.42,646.42,129.28,-0.7,0.18,0.6,0.0,19.2,86.1
2026-01-28,Global RE_9096,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,650.19,650.19,130.04,-0.9,0.33,0.6,0.0,24.3,90.3
2026-01-28,Global RE_3349,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,637.95,637.95,127.59,0.7,0.34,0.6,0.0,20.3,82.1
2026-01-28,Global RE_8433,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,674.3,674.3,134.86,-0.1,0.34,0.6,0.0,14.8,100.0
2026-01-28,Global RE_3713,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,611.57,611.57,122.31,1.2,0.33,0.6,0.0,15.3,84.1
2026-01-28,Global RE_6694,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,675.61,675.61,135.12,0.0,0.3,0.6,0.0,28.0,73.2
2026-01-28,Global RE_5825,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,604.55,604.55,120.91,0.5,0.59,0.6,0.0,21.1,82.2
2026-01-28,Global RE_8067,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,573.44,573.44,114.69,-0.3,0.39,0.6,0.0,19.8,84.2
2026-01-28,Global RE_7447,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,590.35,590.35,118.07,-0.8,0.28,0.6,0.0,20.9,90.4
2026-01-28,Global RE_8489,Asset,Private Real Estate,Global RE,Real Estate,North America,Canada,CAD,671.35,671.35,134.27,-0.1,0.51,0.6,0.0,22.0,83.6
2026-01-28,Renewables_1277,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,603.71,603.71,181.11,1.8,0.14,0.5,1.0,10.1,86.9
2026-01-28,Renewables_2797,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,581.72,581.72,174.51,0.2,0.26,0.5,1.0,3.8,79.6
2026-01-28,Renewables_2410,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,587.62,587.62,176.29,0.5,0.35,0.5,1.0,0.8,100.0
2026-01-28,Renewables_7085,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,641.49,641.49,192.45,0.3,0.11,0.5,1.0,7.1,92.0
2026-01-28,Renewables_4723,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,642.05,642.05,192.62,-0.0,0.43,0.5,1.0,5.7,86.0
2026-01-28,Renewables_1882,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,618.2,618.2,185.46,-0.3,0.3,0.5,1.0,7.7,78.1
2026-01-28,Renewables_3244,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,641.35,641.35,192.41,0.2,0.22,0.5,1.0,7.9,83.8
2026-01-28,Renewables_7795,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,559.46,559.46,167.84,1.6,0.19,0.5,1.0,6.2,68.3
2026-01-28,Renewables_6127,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,640.95,640.95,192.28,-0.3,0.24,0.5,1.0,11.7,94.3
2026-01-28,Renewables_8124,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,624.38,624.38,187.31,-0.2,0.33,0.5,1.0,0.0,78.6
2026-01-28,Renewables_8868,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,647.57,647.57,194.27,0.3,0.09,0.5,1.0,3.4,98.1
2026-01-28,Renewables_6682,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,634.94,634.94,190.48,1.2,0.34,0.5,1.0,4.5,72.2
2026-01-28,Renewables_5920,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,599.98,599.98,179.99,-0.1,0.42,0.5,1.0,4.3,82.4
2026-01-28,Renewables_2016,Asset,Private Infrastructure,Renewables,Utilities,Europe,Germany,EUR,607.86,607.86,182.36,-0.5,0.32,0.5,1.0,4.6,80.4
2026-01-28,Direct Lending_8072,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,608.7,608.7,0.0,4.3,0.36,0.0,1.0,12.8,71.9
2026-01-28,Direct Lending_5497,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,651.97,651.97,0.0,3.4,0.09,0.0,1.0,18.6,68.5
2026-01-28,Direct Lending_1138,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,630.48,630.48,0.0,3.8,0.22,0.0,1.0,25.3,60.4
2026-01-28,Direct Lending_6720,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,628.09,628.09,0.0,4.4,0.06,0.0,1.0,14.2,52.3
2026-01-28,Direct Lending_3880,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,598.46,598.46,0.0,4.5,0.18,0.0,1.0,15.7,65.1
2026-01-28,Direct Lending_6378,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,629.13,629.13,0.0,4.1,0.31,0.0,1.0,15.3,75.3
2026-01-28,Direct Lending_6092,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,666.42,666.42,0.0,3.2,0.31,0.0,1.0,18.4,72.8
2026-01-28,Direct Lending_9445,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,620.86,620.86,0.0,3.7,0.34,0.0,1.0,21.6,81.7
2026-01-28,Direct Lending_6812,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,631.5,631.5,0.0,4.4,0.29,0.0,1.0,17.7,91.4
2026-01-28,Direct Lending_9446,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,614.78,614.78,0.0,3.5,0.24,0.0,1.0,13.8,70.7
2026-01-28,Direct Lending_4734,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,633.5,633.5,0.0,4.1,0.16,0.0,1.0,10.0,71.9
2026-01-28,Direct Lending_8311,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,614.16,614.16,0.0,4.2,0.24,0.0,1.0,12.4,67.8
2026-01-28,Direct Lending_4908,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,623.9,623.9,0.0,3.7,0.18,0.0,1.0,23.8,73.6
2026-01-28,Direct Lending_1877,Asset,Private Credit,Direct Lending,Financials,North America,USA,USD,628.74,628.74,0.0,3.9,0.07,0.0,1.0,26.8,74.6
2026-01-28,FX Forwards_2204,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-618.74,-1237.48,-1237.48,-0.4,0.12,0.0,1.0,14.8,79.8
2026-01-28,FX Forwards_7821,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-605.3,-1210.6,-1210.6,-0.4,-0.16,0.0,1.0,16.3,69.8
2026-01-28,FX Forwards_5310,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-619.56,-1239.12,-1239.12,-0.2,0.12,0.0,1.0,17.5,83.4
2026-01-28,FX Forwards_5753,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-617.87,-1235.74,-1235.74,0.1,0.17,0.0,1.0,13.6,82.0
2026-01-28,FX Forwards_8422,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-614.41,-1228.83,-1228.83,1.3,0.16,0.0,1.0,18.1,73.1
2026-01-28,FX Forwards_8334,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-564.76,-1129.51,-1129.51,-0.4,0.03,0.0,1.0,29.0,81.4
2026-01-28,FX Forwards_3262,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-643.53,-1287.07,-1287.07,-0.8,-0.03,0.0,1.0,20.5,76.2
2026-01-28,FX Forwards_6930,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-622.37,-1244.75,-1244.75,0.4,0.0,0.0,1.0,23.1,88.1
2026-01-28,FX Forwards_8619,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-635.59,-1271.17,-1271.17,0.2,-0.02,0.0,1.0,21.6,88.0
2026-01-28,FX Forwards_7997,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-618.87,-1237.75,-1237.75,-0.5,-0.02,0.0,1.0,18.4,78.4
2026-01-28,FX Forwards_8060,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-606.72,-1213.44,-1213.44,0.5,-0.03,0.0,1.0,10.8,71.5
2026-01-28,FX Forwards_7349,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-648.45,-1296.9,-1296.9,-0.2,-0.07,0.0,1.0,19.2,87.1
2026-01-28,FX Forwards_1579,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-605.07,-1210.13,-1210.13,-0.2,0.11,0.0,1.0,17.8,74.9
2026-01-28,FX Forwards_1452,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-617.31,-1234.63,-1234.63,-0.8,-0.03,0.0,1.0,26.7,67.3
2026-01-28,FX Forwards_1880,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-590.45,-1180.9,-1180.9,0.0,-0.08,0.0,1.0,17.1,71.2
2026-01-28,FX Forwards_3526,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-634.91,-1269.81,-1269.81,0.3,-0.01,0.0,1.0,11.0,72.0
2026-01-28,FX Forwards_6111,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-593.47,-1186.94,-1186.94,0.1,-0.02,0.0,1.0,24.7,61.3
2026-01-28,FX Forwards_7238,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-705.95,-1411.9,-1411.9,0.5,-0.16,0.0,1.0,5.0,79.6
2026-01-28,FX Forwards_6724,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-631.29,-1262.59,-1262.59,-0.5,0.06,0.0,1.0,24.3,84.9
2026-01-28,FX Forwards_8394,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-634.2,-1268.41,-1268.41,0.2,-0.29,0.0,1.0,15.7,66.0
2026-01-28,FX Forwards_9118,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-615.7,-1231.4,-1231.4,-0.3,-0.08,0.0,1.0,27.7,68.6
2026-01-28,FX Forwards_3248,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-584.26,-1168.53,-1168.53,-0.2,0.0,0.0,1.0,18.3,61.9
2026-01-28,FX Forwards_6585,Asset,Cash & Funding,FX Forwards,Multi,North America,USA,USD,-657.75,-1315.5,-1315.5,0.5,0.03,0.0,1.0,11.0,55.9
